image_id,split,basin,source,centroid_lat,centroid_lon,extent_image,annotations_latlon,annotations_image
4435,train,permian,label_crowdsource,32.934856894599264,-101.1039033,"POLYGON ((-101.10506789030856 32.93387946646171, -101.10273870969142 32.93387946646171, -101.10273870969142 32.935834322736824, -101.10506789030856 32.935834322736824, -101.10506789030856 32.93387946646171))",[],[]
4436,train,permian,label_crowdsource,32.939839694598845,-102.2914771,"POLYGON ((-102.29264169030856 32.938862321529456, -102.29031250969143 32.938862321529456, -102.29031250969143 32.940817067668235, -102.29264169030856 32.940817067668235, -102.29264169030856 32.938862321529456))","[{'bbox': 'POLYGON ((-102.2914957334449326 32.9406215930543596, -102.2914957334449326 32.9405981361006894, -102.2915236836123398 32.9405981361006894, -102.2915236836123398 32.9406215930543596, -102.2914957334449326 32.9406215930543596))'}]","[{'bbox': [245.76, 51.2, 251.904, 57.344], 'bbox_mode': 0, 'category_id': 0}]"
4437,train,permian,label_crowdsource,32.94294359459859,-104.5355988,"POLYGON ((-104.53676339030858 32.94196625583616, -104.53443420969144 32.94196625583616, -104.53443420969144 32.94392093336102, -104.53676339030858 32.94392093336102, -104.53676339030858 32.94196625583616))",[],[]
4438,train,permian,label_crowdsource,32.94996979459799,-102.827393,"POLYGON ((-102.82855759030855 32.94899253350572, -102.82622840969144 32.94899253350572, -102.82622840969144 32.95094705569026, -102.82855759030855 32.95094705569026, -102.82855759030855 32.94899253350572))",[],[]
4439,train,permian,label_crowdsource,32.95653529459744,-104.4652176,"POLYGON ((-104.46638219030856 32.955558106095864, -104.46405300969143 32.955558106095864, -104.46405300969143 32.957512483099, -104.46638219030856 32.957512483099, -104.46638219030856 32.955558106095864))","[{'bbox': 'POLYGON ((-104.4645933795946036 32.9567463673137695, -104.4645933795946036 32.9567190060357262, -104.4646259881232453 32.9567190060357262, -104.4646259881232453 32.9567463673137695, -104.4645933795946036 32.9567463673137695))'}]","[{'bbox': [386.048, 200.704, 393.216, 207.872], 'bbox_mode': 0, 'category_id': 0}]"
4440,valid,permian,label_crowdsource,32.957544694597345,-102.8374938,"POLYGON ((-102.83865839030857 32.956567517257234, -102.83632920969144 32.956567517257234, -102.83632920969144 32.95852187193746, -102.83865839030857 32.95852187193746, -102.83865839030857 32.956567517257234))",[],[]
4441,train,permian,label_crowdsource,32.9593169945972,-102.7841324,"POLYGON ((-102.78529699030855 32.95833983685505, -102.78296780969143 32.95833983685505, -102.78296780969143 32.96029415233936, -102.78529699030855 32.96029415233936, -102.78529699030855 32.95833983685505))",[],[]
4442,valid,permian,label_crowdsource,32.961352194597026,-102.2916776,"POLYGON ((-102.29284219030856 32.96037505936112, -102.29051300969144 32.96037505936112, -102.29051300969144 32.96232932983293, -102.29284219030856 32.96232932983293, -102.29284219030856 32.96037505936112))",[],[]
4443,train,permian,label_crowdsource,32.965928394596645,-104.1080963,"POLYGON ((-104.10926089030856 32.96495130997112, -104.10693170969142 32.96495130997112, -104.10693170969142 32.96690547922216, -104.10926089030856 32.96690547922216, -104.10926089030856 32.96495130997112))",[],[]
4444,train,permian,label_crowdsource,32.97141689459618,-102.79010550000002,"POLYGON ((-102.79127009030857 32.970439870678824, -102.78894090969143 32.970439870678824, -102.78894090969143 32.97239391851354, -102.79127009030857 32.97239391851354, -102.79127009030857 32.970439870678824))",[],[]
4445,train,permian,label_crowdsource,32.97247209459609,-102.8085866,"POLYGON ((-102.80975119030856 32.9714950823513, -102.80742200969144 32.9714950823513, -102.80742200969144 32.97344910684088, -102.80975119030856 32.97344910684088, -102.80975119030856 32.9714950823513))",[],[]
4446,train,permian,label_crowdsource,32.9924913945944,-102.86962219999998,"POLYGON ((-102.87078679030856 32.99151460386487, -102.86845760969143 32.99151460386487, -102.86845760969143 32.993468185323934, -102.87078679030856 32.993468185323934, -102.87078679030856 32.99151460386487))",[],[]
4447,train,permian,label_crowdsource,32.9937333945943,-104.04018899999998,"POLYGON ((-104.04135359030857 32.99275661761153, -104.03902440969144 32.99275661761153, -104.03902440969144 32.99471017157707, -104.04135359030857 32.99471017157707, -104.04135359030857 32.99275661761153))","[{'bbox': 'POLYGON ((-104.0395413689885373 32.9939773814952275, -104.0395413689885373 32.9939480909382183, -104.0395731639245440 32.9939480909382183, -104.0395731639245440 32.9939773814952275, -104.0395413689885373 32.9939773814952275))'}]","[{'bbox': [391.3729583333333, 192.05434225042583, 398.3621145685598, 199.731], 'bbox_mode': 0, 'category_id': 0}]"
4448,test,permian,label_crowdsource,32.99559179459415,-100.855904,"POLYGON ((-100.85706859030857 32.99461503818147, -100.85473940969143 32.99461503818147, -100.85473940969143 32.996568551006824, -100.85706859030857 32.996568551006824, -100.85706859030857 32.99461503818147))",[],[]
4449,train,permian,label_crowdsource,33.00131989459366,-103.3146057,"POLYGON ((-103.31577029030855 33.00034320159013, -103.31344110969144 33.00034320159013, -103.31344110969144 33.00229658759719, -103.31577029030855 33.00229658759719, -103.31577029030855 33.00034320159013))","[{'bbox': 'POLYGON ((-103.3140761996063759 33.0011258582502904, -103.3140761996063759 33.0010815815007987, -103.3141289943670245 33.0010815815007987, -103.3141289943670245 33.0011258582502904, -103.3140761996063759 33.0011258582502904))'}, {'bbox': 'POLYGON ((-103.3140765234858378 33.0010737679567683, -103.3140765234858378 33.0010295908851461, -103.3141274415799415 33.0010295908851461, -103.3141274415799415 33.0010737679567683, -103.3140765234858378 33.0010737679567683))'}, {'bbox': 'POLYGON ((-103.3140761996063759 33.0010229799205845, -103.3140761996063759 33.0009801849638436, -103.3141258887928728 33.0009801849638436, -103.3141258887928728 33.0010229799205845, -103.3140761996063759 33.0010229799205845))'}]","[{'bbox': [360.78933333333333, 306.8586666666667, 372.3946666666667, 318.464], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [361.1306666666667, 320.512, 372.3234715488772, 332.09120686948137], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [361.472, 333.824, 372.39466666666664, 345.04094215672785], 'bbox_mode': 0, 'category_id': 0}]"
4450,train,permian,label_crowdsource,33.002250694593585,-104.0795822,"POLYGON ((-104.08074679030857 33.00127401189478, -104.07841760969144 33.00127401189478, -104.07841760969144 33.00322737729238, -104.08074679030857 33.00322737729238, -104.08074679030857 33.00127401189478))",[],[]
4451,train,permian,label_crowdsource,33.00228499459358,-104.0759277,"POLYGON ((-104.07709229030856 33.00130831227451, -104.07476310969142 33.00130831227451, -104.07476310969142 33.00326167691266, -104.07709229030856 33.00326167691266, -104.07709229030856 33.00130831227451))",[],[]
4452,train,permian,label_crowdsource,33.00346969459348,-102.4393915,"POLYGON ((-102.44055609030856 33.0024930253904, -102.43822690969144 33.0024930253904, -102.43822690969144 33.00444636379655, -102.44055609030856 33.00444636379655, -102.44055609030856 33.0024930253904))",[],[]
4453,test,permian,label_crowdsource,33.00485589459336,-102.4514394,"POLYGON ((-102.45260399030855 33.00387924073765, -102.45027480969142 33.00387924073765, -102.45027480969142 33.005832548449085, -102.45260399030855 33.005832548449085, -102.45260399030855 33.00387924073765))",[],[]
4454,train,permian,label_crowdsource,33.00695039459319,-103.8537216,"POLYGON ((-103.85488619030856 33.0059737639279, -103.85255700969142 33.0059737639279, -103.85255700969142 33.00792702525849, -103.85488619030856 33.00792702525849, -103.85488619030856 33.0059737639279))","[{'bbox': 'POLYGON ((-103.8541843305492591 33.0067668031506400, -103.8541843305492591 33.0067238162788428, -103.8542386780970048 33.0067238162788428, -103.8542386780970048 33.0067668031506400, -103.8541843305492591 33.0067668031506400))'}, {'bbox': 'POLYGON ((-103.8541827777621904 33.0067126240072426, -103.8541827777621904 33.0066704271358091, -103.8542329927258407 33.0066704271358091, -103.8542329927258407 33.0067126240072426, -103.8541827777621904 33.0067126240072426))'}, {'bbox': 'POLYGON ((-103.8541812249751075 33.0066606199231387, -103.8541812249751075 33.0066170379927755, -103.8542332120436953 33.0066170379927755, -103.8542332120436953 33.0066606199231387, -103.8541812249751075 33.0066606199231387))'}, {'bbox': 'POLYGON ((-103.8541797977141812 33.0066044408680952, -103.8541797977141812 33.0065610445012965, -103.8542323714369928 33.0065610445012965, -103.8542323714369928 33.0066044408680952, -103.8541797977141812 33.0066044408680952))'}]","[{'bbox': [142.336, 304.12403599734023, 154.28266666666667, 315.392], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [143.58575710956922, 318.32578206558594, 154.624, 329.38666666666666], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [143.53754670267486, 331.95738918554855, 154.96533333333332, 343.3813333333333], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [143.72232869280538, 346.68336349866524, 155.27907353339282, 358.0586666666667], 'bbox_mode': 0, 'category_id': 0}]"
4455,train,permian,label_crowdsource,33.00896669459303,-102.887294,"POLYGON ((-102.88845859030856 33.00799008625355, -102.88612940969143 33.00799008625355, -102.88612940969143 33.009943302932506, -102.88845859030856 33.009943302932506, -102.88845859030856 33.00799008625355))",[],[]
4456,train,permian,label_crowdsource,33.00958279459296,-104.0490894,"POLYGON ((-104.05025399030856 33.00860619307559, -104.04792480969144 33.00860619307559, -104.04792480969144 33.01055939611033, -104.05025399030856 33.01055939611033, -104.05025399030856 33.00860619307559))",[],[]
4457,train,permian,label_crowdsource,33.011769494592784,-102.7790948,"POLYGON ((-102.78025939030854 33.010792917289784, -102.77793020969143 33.010792917289784, -102.77793020969143 33.01274607189579, -102.78025939030854 33.01274607189579, -102.78025939030854 33.010792917289784))",[],[]
4458,train,permian,label_crowdsource,33.01311709459268,-102.649189,"POLYGON ((-102.65035359030857 33.012140532212996, -102.64802440969144 33.012140532212996, -102.64802440969144 33.01409365697236, -102.65035359030857 33.01409365697236, -102.65035359030857 33.012140532212996))","[{'bbox': 'POLYGON ((-102.6493008006696357 33.0132264695792017, -102.6493008006696357 33.0131991258325712, -102.6493334091982632 33.0131991258325712, -102.6493334091982632 33.0132264695792017, -102.6493008006696357 33.0132264695792017))'}]","[{'bbox': [224.256, 227.328, 231.424, 234.496], 'bbox_mode': 0, 'category_id': 0}]"
4459,train,permian,label_crowdsource,33.0141111945926,-102.8130885,"POLYGON ((-102.81425309030855 33.013134643221925, -102.81192390969143 33.013134643221925, -102.81192390969143 33.01508774596328, -102.81425309030855 33.01508774596328, -102.81425309030855 33.013134643221925))",[],[]
4460,test,permian,label_crowdsource,33.015301694592495,-102.8988942,"POLYGON ((-102.90005879030855 33.01432515640622, -102.89772960969142 33.01432515640622, -102.89772960969142 33.016278232778774, -102.90005879030855 33.016278232778774, -102.90005879030855 33.01432515640622))",[],[]
4461,train,permian,label_crowdsource,33.026214194591574,-102.8807674,"POLYGON ((-102.88193199030854 33.02523777727731, -102.87960280969143 33.02523777727731, -102.87960280969143 33.02719061190583, -102.88193199030854 33.02719061190583, -102.88193199030854 33.02523777727731))",[],[]
4462,train,permian,label_crowdsource,33.026450194591554,-101.4389765,"POLYGON ((-101.44014109030856 33.025473779891726, -101.43781190969143 33.025473779891726, -101.43781190969143 33.027426609291375, -101.44014109030856 33.027426609291375, -101.44014109030856 33.025473779891726))",[],[]
4463,test,permian,label_crowdsource,33.028535094591376,-102.66489899999998,"POLYGON ((-102.66606359030857 33.02755870298907, -102.66373440969143 33.02755870298907, -102.66373440969143 33.029511486193684, -102.66606359030857 33.029511486193684, -102.66606359030857 33.02755870298907))",[],[]
4464,test,permian,label_crowdsource,33.02982539459127,-102.8857677,"POLYGON ((-102.88693229030855 33.028849017284166, -102.88460310969143 33.028849017284166, -102.88460310969143 33.030801771898375, -102.88693229030855 33.030801771898375, -102.88693229030855 33.028849017284166))",[],[]
4465,train,permian,label_crowdsource,33.03351109459096,-102.8166418,"POLYGON ((-102.81780639030855 33.03253475812038, -102.81547720969142 33.03253475812038, -102.81547720969142 33.03448743106155, -102.81780639030855 33.03448743106155, -102.81780639030855 33.03253475812038))",[],[]
4466,train,permian,label_crowdsource,33.03509899459083,-103.78434749999998,"POLYGON ((-103.78551209030856 33.03412267571498, -103.78318290969142 33.03412267571498, -103.78318290969142 33.03607531346669, -103.78551209030856 33.03607531346669, -103.78551209030856 33.03412267571498))","[{'bbox': 'POLYGON ((-103.7838832166636394 33.0350731044494808, -103.7838832166636394 33.0350313031487772, -103.7839344946537636 33.0350313031487772, -103.7839344946537636 33.0350731044494808, -103.7838832166636394 33.0350731044494808))'}, {'bbox': 'POLYGON ((-103.7838858286804964 33.0350217501257433, -103.7838858286804964 33.0349806553007994, -103.7839375642113708 33.0349806553007994, -103.7839375642113708 33.0350217501257433, -103.7838858286804964 33.0350217501257433))'}, {'bbox': 'POLYGON ((-103.7838894278119568 33.0349704222939025, -103.7838894278119568 33.0349297659856873, -103.7839407250850599 33.0349297659856873, -103.7839407250850599 33.0349704222939025, -103.7838894278119568 33.0349704222939025))'}, {'bbox': 'POLYGON ((-103.7838894278119568 33.0349167484006756, -103.7838894278119568 33.0348737903701419, -103.7839416414268925 33.0348737903701419, -103.7839416414268925 33.0349167484006756, -103.7838894278119568 33.0349167484006756))'}]","[{'bbox': [346.78674951556206, 262.7886387851323, 358.0586666666667, 273.74933333333337], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [346.112, 276.254225901665, 357.4844936633425, 287.0296758562925], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [345.4171774017431, 289.7128665947555, 356.6933333333333, 300.37333333333333], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [345.215747330866, 303.7866666666667, 356.6933333333333, 315.0506666666667], 'bbox_mode': 0, 'category_id': 0}]"
4467,train,permian,label_crowdsource,33.036183494590745,-102.8476574,"POLYGON ((-102.84882199030855 33.03520718773212, -102.84649280969144 33.03520718773212, -102.84649280969144 33.03715980144936, -102.84882199030855 33.03715980144936, -102.84882199030855 33.03520718773212))",[],[]
4468,test,permian,label_crowdsource,33.04638089458989,-102.7340666,"POLYGON ((-102.73523119030855 33.04540470074474, -102.73290200969144 33.04540470074474, -102.73290200969144 33.047357088435035, -102.73523119030855 33.047357088435035, -102.73523119030855 33.04540470074474))",[],[]
4469,valid,permian,label_crowdsource,33.05034259458955,-102.7402825,"POLYGON ((-102.74144709030855 33.04936644465859, -102.73911790969143 33.04936644465859, -102.73911790969143 33.051318744520515, -102.74144709030855 33.051318744520515, -102.74144709030855 33.04936644465859))",[],[]
4470,valid,permian,label_crowdsource,33.050786194589506,-102.8296066,"POLYGON ((-102.83077119030857 33.049810049576, -102.82844200969144 33.049810049576, -102.82844200969144 33.051762339603016, -102.83077119030857 33.051762339603016, -102.83077119030857 33.049810049576))",[],[]
4471,train,permian,label_crowdsource,33.08065329458702,-100.8709554,"POLYGON ((-100.87211999030856 33.07967748079498, -100.86979080969144 33.07967748079498, -100.86979080969144 33.08162910837906, -100.87211999030856 33.08162910837906, -100.87211999030856 33.07967748079498))","[{'bbox': 'POLYGON ((-100.8710666346344169 33.0802928940264920, -100.8710666346344169 33.0802602705674147, -100.8711047642340617 33.0802602705674147, -100.8711047642340617 33.0802928940264920, -100.8710666346344169 33.0802928940264920))'}, {'bbox': 'POLYGON ((-100.8710207302796249 33.0803053979784210, -100.8710207302796249 33.0802716573882520, -100.8710595474903755 33.0802716573882520, -100.8710595474903755 33.0803053979784210, -100.8710207302796249 33.0803053979784210))'}]","[{'bbox': [223.16678505908376, 350.5493333333333, 231.54842574072148, 359.10793907487493], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [233.10632027312016, 347.2689823885848, 241.63911148801466, 356.12066203660834], 'bbox_mode': 0, 'category_id': 0}]"
4472,train,permian,label_crowdsource,33.08142849458696,-102.9664863,"POLYGON ((-102.96765089030856 33.080452689395294, -102.96532170969144 33.080452689395294, -102.96532170969144 33.082404299778624, -102.96765089030856 33.082404299778624, -102.96765089030856 33.080452689395294))",[],[]
4473,train,permian,label_crowdsource,33.08882059458634,-102.80420839999998,"POLYGON ((-102.80537299030854 33.08784487141455, -102.80304380969142 33.08784487141455, -102.80304380969142 33.08979631775813, -102.80537299030854 33.08979631775813, -102.80537299030854 33.08784487141455))",[],[]
4474,train,permian,label_crowdsource,33.12275719458351,-103.03421369999998,"POLYGON ((-103.03537829030854 33.12178184816747, -103.03304910969143 33.12178184816747, -103.03304910969143 33.12373254099954, -103.03537829030854 33.12373254099954, -103.03537829030854 33.12178184816747))",[],[]
4475,train,permian,label_crowdsource,33.12507659458331,-102.98122,"POLYGON ((-102.98238459030856 33.124101273929185, -102.98005540969143 33.124101273929185, -102.98005540969143 33.12605191523745, -102.98238459030856 33.12605191523745, -102.98238459030856 33.124101273929185))",[],[]
4476,train,permian,label_crowdsource,33.126715094583176,-102.7221494,"POLYGON ((-102.72331399030855 33.12573979212906, -102.72098480969143 33.12573979212906, -102.72098480969143 33.12769039703729, -102.72331399030855 33.12769039703729, -102.72331399030855 33.12573979212906))",[],[]
4477,train,permian,label_crowdsource,33.131203094582816,-102.92620250000002,"POLYGON ((-102.92736709030856 33.130227841984265, -102.92503790969144 33.130227841984265, -102.92503790969144 33.132178347181366, -102.92736709030856 33.132178347181366, -102.92736709030856 33.130227841984265))",[],[]
4478,train,permian,label_crowdsource,33.13164079458278,-100.8914872,"POLYGON ((-100.89265179030856 33.13066554684679, -100.89032260969144 33.13066554684679, -100.89032260969144 33.13261604231875, -100.89265179030856 33.13261604231875, -100.89265179030856 33.13066554684679))",[],[]
4479,train,permian,label_crowdsource,33.14576639458159,-103.0271864,"POLYGON ((-103.02835099030858 33.144791303802684, -103.02602180969144 33.144791303802684, -103.02602180969144 33.146741485360515, -103.02835099030858 33.146741485360515, -103.02835099030858 33.144791303802684))","[{'bbox': 'POLYGON ((-103.0261103185548990 33.1466712788244351, -103.0261103185548990 33.1466283748301578, -103.0261615605284646 33.1466283748301578, -103.0261615605284646 33.1466712788244351, -103.0261103185548990 33.1466712788244351))'}, {'bbox': 'POLYGON ((-103.0261103185548990 33.1466166737408159, -103.0261103185548990 33.1465737697465386, -103.0261615605284646 33.1465737697465386, -103.0261615605284646 33.1466166737408159, -103.0261103185548990 33.1466166737408159))'}, {'bbox': 'POLYGON ((-103.0261103185548990 33.1465620686571967, -103.0261103185548990 33.1465191646629194, -103.0261615605284646 33.1465191646629194, -103.0261615605284646 33.1465620686571967, -103.0261103185548990 33.1465620686571967))'}, {'bbox': 'POLYGON ((-103.0261103185548990 33.1465113639366891, -103.0261103185548990 33.1464684599424189, -103.0261615605284646 33.1464684599424189, -103.0261615605284646 33.1465113639366891, -103.0261103185548990 33.1465113639366891))'}, {'bbox': 'POLYGON ((-103.0261801939734028 33.1465113639366891, -103.0261801939734028 33.1464684599424189, -103.0262314359469826 33.1464684599424189, -103.0262314359469826 33.1465113639366891, -103.0261801939734028 33.1465113639366891))'}, {'bbox': 'POLYGON ((-103.0261801939734028 33.1465659690203083, -103.0261801939734028 33.1465230650260381, -103.0262314359469826 33.1465230650260381, -103.0262314359469826 33.1465659690203083, -103.0261801939734028 33.1465659690203083))'}, {'bbox': 'POLYGON ((-103.0261801939734028 33.1466166737408159, -103.0261801939734028 33.1465737697465386, -103.0262314359469826 33.1465737697465386, -103.0262314359469826 33.1466166737408159, -103.0261801939734028 33.1466166737408159))'}, {'bbox': 'POLYGON ((-103.0261801939734028 33.1466712788244351, -103.0261801939734028 33.1466283748301578, -103.0262314359469826 33.1466283748301578, -103.0262314359469826 33.1466712788244351, -103.0261801939734028 33.1466712788244351))'}, {'bbox': 'POLYGON ((-103.0262547277531553 33.1466712788244351, -103.0262547277531553 33.1466283748301578, -103.0263059697267352 33.1466283748301578, -103.0263059697267352 33.1466712788244351, -103.0262547277531553 33.1466712788244351))'}, {'bbox': 'POLYGON ((-103.0262547277531553 33.1466166737408159, -103.0262547277531553 33.1465737697465386, -103.0263059697267352 33.1465737697465386, -103.0263059697267352 33.1466166737408159, -103.0262547277531553 33.1466166737408159))'}, {'bbox': 'POLYGON ((-103.0262547277531553 33.1465620686571967, -103.0262547277531553 33.1465191646629194, -103.0263059697267352 33.1465191646629194, -103.0263059697267352 33.1465620686571967, -103.0262547277531553 33.1465620686571967))'}, {'bbox': 'POLYGON ((-103.0262547277531553 33.1465074635735775, -103.0262547277531553 33.1464645595793002, -103.0263059697267352 33.1464645595793002, -103.0263059697267352 33.1465074635735775, -103.0262547277531553 33.1465074635735775))'}, {'bbox': 'POLYGON ((-103.0263246031716733 33.1465113639366891, -103.0263246031716733 33.1464684599424189, -103.0263758451452532 33.1464684599424189, -103.0263758451452532 33.1465113639366891, -103.0263246031716733 33.1465113639366891))'}, {'bbox': 'POLYGON ((-103.0263199448104388 33.1465620686571967, -103.0263199448104388 33.1465191646629194, -103.0263711867840186 33.1465191646629194, -103.0263711867840186 33.1465620686571967, -103.0263199448104388 33.1465620686571967))'}, {'bbox': 'POLYGON ((-103.0263199448104388 33.1466166737408159, -103.0263199448104388 33.1465737697465386, -103.0263711867840186 33.1465737697465386, -103.0263711867840186 33.1466166737408159, -103.0263199448104388 33.1466166737408159))'}, {'bbox': 'POLYGON ((-103.0263199448104388 33.1466712788244351, -103.0263199448104388 33.1466283748301578, -103.0263711867840186 33.1466283748301578, -103.0263711867840186 33.1466712788244351, -103.0263199448104388 33.1466712788244351))'}]","[{'bbox': [481.28000000000003, 18.432000000000002, 492.544, 29.696], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [481.28000000000003, 32.768, 492.544, 44.032000000000004], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [481.28000000000003, 47.104, 492.544, 58.368], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [481.28000000000003, 60.416000000000004, 492.544, 71.68], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [465.92, 60.416000000000004, 477.184, 71.68], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [465.92, 46.08, 477.184, 57.344], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [465.92, 32.768, 477.184, 44.032000000000004], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [465.92, 18.432000000000002, 477.184, 29.696], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [449.536, 18.432000000000002, 460.8, 29.696], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [449.536, 32.768, 460.8, 44.032000000000004], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [449.536, 47.104, 460.8, 58.368], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [449.536, 61.44, 460.8, 72.70400000000001], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [434.176, 60.416000000000004, 445.44, 71.68], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [435.2, 47.104, 446.464, 58.368], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [435.2, 32.768, 446.464, 44.032000000000004], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [435.2, 18.432000000000002, 446.464, 29.696], 'bbox_mode': 0, 'category_id': 0}]"
4480,train,permian,label_crowdsource,33.163627694580114,-102.7087176,"POLYGON ((-102.70988219030855 33.16265280235247, -102.70755300969144 33.16265280235247, -102.70755300969144 33.16460258680776, -102.70988219030855 33.16460258680776, -102.70988219030855 33.16265280235247))",[],[]
4481,train,permian,label_crowdsource,33.1964713945774,-102.9901195,"POLYGON ((-102.99128409030857 33.19549686769688, -102.98895490969144 33.19549686769688, -102.98895490969144 33.19744592145791, -102.99128409030857 33.19744592145791, -102.99128409030857 33.19549686769688))","[{'bbox': 'POLYGON ((-102.9907576954890942 33.1964324135021798, -102.9907576954890942 33.1963934324269587, -102.9908042791014395 33.1963934324269587, -102.9908042791014395 33.1964324135021798, -102.9907576954890942 33.1964324135021798))'}, {'bbox': 'POLYGON ((-102.9907576954890942 33.1964869870074821, -102.9907576954890942 33.1964480059322682, -102.9908042791014395 33.1964480059322682, -102.9908042791014395 33.1964869870074821, -102.9907576954890942 33.1964869870074821))'}, {'bbox': 'POLYGON ((-102.9907576954890942 33.1965415605127916, -102.9907576954890942 33.1965025794375705, -102.9908042791014395 33.1965025794375705, -102.9908042791014395 33.1965415605127916, -102.9907576954890942 33.1965415605127916))'}, {'bbox': 'POLYGON ((-102.9907576954890942 33.1965922359105789, -102.9907576954890942 33.1965532548353579, -102.9908042791014395 33.1965532548353579, -102.9908042791014395 33.1965922359105789, -102.9907576954890942 33.1965922359105789))'}, {'bbox': 'POLYGON ((-102.9907576954890942 33.1966468094158884, -102.9907576954890942 33.1966078283406674, -102.9908042791014395 33.1966078283406674, -102.9908042791014395 33.1966468094158884, -102.9907576954890942 33.1966468094158884))'}]","[{'bbox': [105.47200000000001, 266.24, 115.712, 276.48], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [105.47200000000001, 251.904, 115.712, 262.144], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [105.47200000000001, 237.568, 115.712, 247.808], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [105.47200000000001, 224.256, 115.712, 234.496], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [105.47200000000001, 209.92000000000002, 115.712, 220.16], 'bbox_mode': 0, 'category_id': 0}]"
4482,train,permian,label_crowdsource,33.20884999457637,-102.04328569999998,"POLYGON ((-102.04445029030855 33.20787560547617, -102.04212110969142 33.20787560547617, -102.04212110969142 33.209824383676576, -102.04445029030855 33.209824383676576, -102.04445029030855 33.20787560547617))","[{'bbox': 'POLYGON ((-102.0430760737444444 33.2084992145003000, -102.0430760737444444 33.2084602389362900, -102.0431226573567898 33.2084602389362900, -102.0431226573567898 33.2084992145003000, -102.0430760737444444 33.2084992145003000))'}, {'bbox': 'POLYGON ((-102.0430108566871610 33.2085031120566967, -102.0430108566871610 33.2084602389362900, -102.0430620986607408 33.2084602389362900, -102.0430620986607408 33.2085031120566967, -102.0430108566871610 33.2085031120566967))'}, {'bbox': 'POLYGON ((-102.0431366324404934 33.2084953169438961, -102.0431366324404934 33.2084563413798932, -102.0431878744140590 33.2084563413798932, -102.0431878744140590 33.2084953169438961, -102.0431366324404934 33.2084953169438961))'}]","[{'bbox': [291.84000000000003, 348.16, 302.08, 358.40000000000003], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [305.152, 347.136, 316.416, 358.40000000000003], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [277.504, 349.184, 288.76800000000003, 359.42400000000004], 'bbox_mode': 0, 'category_id': 0}]"
4483,train,permian,label_crowdsource,33.23003189457462,-100.8605776,"POLYGON ((-100.86174219030856 33.22905774134557, -100.85941300969142 33.22905774134557, -100.85941300969142 33.231006047803675, -100.86174219030856 33.231006047803675, -100.86174219030856 33.22905774134557))",[],[]
4484,valid,permian,label_crowdsource,33.235272594574184,-101.2095784,"POLYGON ((-101.21074299030856 33.23429849972353, -101.20841380969144 33.23429849972353, -101.20841380969144 33.23624668942485, -101.21074299030856 33.23624668942485, -101.21074299030856 33.23429849972353))",[],[]
4485,test,permian,label_crowdsource,33.241073594573706,-103.08849329999998,"POLYGON ((-103.08965789030856 33.240099564352356, -103.08732870969143 33.240099564352356, -103.08732870969143 33.24204762479506, -103.08965789030856 33.24204762479506, -103.08965789030856 33.240099564352356))","[{'bbox': 'POLYGON ((-103.0882060299161509 33.2407054984236581, -103.0882060299161509 33.2406613093185257, -103.0882609309778957 33.2406613093185257, -103.0882609309778957 33.2407054984236581, -103.0882060299161509 33.2407054984236581))'}, {'bbox': 'POLYGON ((-103.0882713836265339 33.2407060228944573, -103.0882713836265339 33.2406635000962609, -103.0883221524369446 33.2406635000962609, -103.0883221524369446 33.2407060228944573, -103.0882713836265339 33.2407060228944573))'}]","[{'bbox': [307.0793102259498, 352.7450622653034, 319.14765022732854, 364.3590868266498], 'bbox_mode': 0, 'category_id': 0}, {'bbox': [293.62162180116, 352.60721795498097, 304.7816111711882, 363.78329452705543], 'bbox_mode': 0, 'category_id': 0}]"
